Timestamp,version,question,text,Context1,Context2,Context3,Context4,Context5,Context6
2025-05-16 13:29:54,v1.1,DCT transmission oil change,"Yes, the part number for the DCT oil is 83222446673. You can find it listed on sites like RealOEM and other BMW parts suppliers. This ensures you are getting the correct oil for your DCT.","or 100k miles. The DCT oil is heavily filtered and doesnt get very hot in normal operation.If youre tracking the car or modifying it (specifically tuning or slicks), then youre going to generate more heat and wear and need to adjust the maintenance accordingly.

In the US oil changes are once every 10,000 miles or once a year which ever come first. Brake fluid flushes are every three years.When we start our M2s the dash displays when the next service is due.","to be done every year, but like many have stated in this thread, it's cheaper to maintain, than it is to replace!$1000 does seem a bit high though.. Parts usually run me about 300-400, and it should only be about 2 hours in labor. FWIW, I replace with OE stuff from FCP and its never been an issue. Hope this helps!

Thanks for the answers!Will do it before the summer startsTo DIY is a bit much work for me



Does the oil for DCT have a ""part number""? If so, can someone please write it down here? ",Does anyone know how often the 7spd DCT & Rear Diff Fluid should be changed?I did not see any info on this after reviewing previous threads.,".

Quick question, how often to change diff oil and transmission oil?","Hello! Ive been planning on doing my DCT service shortly. Ive been wondering what yall use for the fluid.My car is typically runs 5-10 track days a year but also gets driven often in the summer and fall.Ive thought of buying the DCT kit from FCPEuro with Pentosin FFL-4.Or buying everything separately and running something from Liqui Moly or Motul or even OEM.If yall recommend a specific fluid Id be happy to hear. TIA

Have not tried it, but would probably use Motul High Torque DCTF if you ","When did you change the transmission fluid in your DCT m2?BMW states ""lifetime"". Keeping this car for a long time and a fluid change seems cheap in the long run compared to fitting a new gearbox in the future.Currently 48000km on the clock. Dealer states around 1000 for labor fluid, filters and new tray. Seems reasonable.

This is a great video to get familiar with all the parts needed and the process.F87sourceposted this for me in a different thread b/c my shop is doing this job for me this co"
2025-05-16 13:32:37,v1.1,What can be done about the transmission or differential wire breaking and hanging from the car? ,"The best approach to address the issue of a transmission or differential wire breaking and hanging from the car is to remove the bracket that was originally holding the wire, as it serves no real purpose now. You can then let the wire hang freely or secure it with zip ties if necessary to ensure it does not interfere with any moving parts or get caught on anything under the car. This solution was mentioned in the context of handling the conduit being secured after the OEM CP rubber grommet was used.","locks into this location -  similar to engine cover hold downs.Zip tie the wire loom if needed.Gives a lot of clearance.





The rubber grommet was used by the OEM CP and the conduit being secured.I removed bracket and just let the wire hang.Serves really no purpose now.



Really appreciate the advice. Thank you both","I need to run a wire from the engine bay into the car. What's the easiest point to pass through? Car is a 6MT, so I don't have the rubber grommet where the clutch pedal goes.Thoughts?","What is the best method to hook up a battery tender?Should I just close the trunk on the wire or can you utilize the cigarettecharger?Any ideas are welcome.Thanks

Use a gap in the bodywork and close it.

I just hook it up under the hood, using the poles provided there, and secure the hood one click.  Then there is enough room for the wire without being pinched or damaging any weatherstripping.





Thanks for all the help.The photo makes it crystal clear.

I actually usually use the rear becaus",temporarily taped down the connection between the ringlet and extension cable. I will be 3D printing a mount for this in the future. You can also see a little bit of red where the positive side loops back around to the battery rail connection point.This picture shows the positive connection and where the fuse sits. You cant really see it well but the rest pf the harness moves around the washer fill cap and down that little gap where the hood strut is. There is a really large area under there wh,"Hi allI posted this in the chassis area however I may have some more luck posting in the drivetrain area?I seem to be getting a weird noise from the car when pulling away on sharp bends, both uphill and downhill, and also turning left and right.I also get the noise when turning corners and lifting off the throttle.Someone has said it sounds similar to when their M2 diff plates were damaged.What do people think this sounds like? You can hear the whirring noise about half way through the vid below",". He said he's had to tighten this nut 3 times already on his M4, and that the problem always came back, not to mention that (over)tightening the nut past BMW spec torque several times is a bad idea in itself.To reiterate -- the nut from the diagram does not get loose. He just tightens it ""further than before"" every time the play develops between drive shaft and the diff. I'm not sure how exactly this (temporarily) solves the issue, but it does -- it's the only thing he did, and there is no more"
2025-05-16 13:33:28,v1.1,How much weight can be saved by using apex  vs5rs wheels on the 2018 bmw m2?,Using the APEX VS5-RS wheels on a 2018 BMW M2 can save almost 10 lbs per corner in rotational mass compared to the stock wheel/tire setup.,"5-RS 18"", 255, non-star = 43.98 lbs (-1.73)If this post picks up traction I'd be happy to clean up my raw collected data into a more legible format for everyone. I may also look into the rear wheel/tire package too.TLDR; Dropping to 18"" can net us the most weight reduction but sticking with 19"" wheels via VS5-RS gets us within a quarter pound (and M2 CS styling.) Most notably, stepping up to 19"" VS5-RS with non-star 255 tires (Michelin P/N 66901) is still 3 pounds lighter per front corner than O",of a safety measure.  It is still a net loss in weight vs the rear seats too.  I bounce between two seats in this particular car - Recaro Podiums & RaceTech 4200.  The Podiums look great (especially with the new cushions) and do a decent job on the track.  They are also surprisingly very comfortable.  The RaceTechs go in for serious track work - they are my favorite track seat and I use them on multiple cars.  I even leave them in my Porsche GT3 RS full time and have zero issues with them on the,", which is our recommended size for this chassis.M2 Competition Stock Brake Clearance:The release of the M2 Competition brought many improvements over the standard M2, including new brakes. BMW released the M2C with the new monstrous 2NH 400mm front/380mm rear factory big brake setup, making it impossible to use 18 wheels.When reviewing the stock 788M 19 wheels, we found that even though they do clear the brakes, clearances do appear to be quite tight. The F8X M3/M4 with the carbon ceramic bra","ke Clearance:The release of the M2 Competition brought many improvements over the standard M2, including new brakes. BMW released the M2C with the new monstrous 2NH 400mm front/380mm rear factory big brake setup, making it impossible to use 18” wheels.When reviewing the stock 788M 19” wheels, we found that even though they do clear the brakes, clearances do appear to be quite tight. The F8X M3/M4 with the carbon ceramic brakes did have a similar issue, and some customers did experience small deb","Ready to purchase a winter wheel package for a 2018 M2. Would like your thoughts/knowledge about how the Apex EC-7s compared to the 640M on:- Appearance- Durability (given salt and sand used on pot holed roads in the Detroit area)- OtherI understand the Apex wheels are several lbs. lighter ? how much of a factor is that for winter wheels. Also, how much does a square setup (EC-7) vs. a staggered setup (640M) matter? I can get the 640Ms for $300 more (all in) with same tires.Thanks!","as the M4, was hoping I could use this set up.  Too wide.  Not sure There is enough clearance up-front for an 11in rim with 275 or wider.  You'll have to do some research at talk to some reputable shops and wheel makers.  I worked with CCW and they were custom designing the wheel package for the M4.  They were bought out long before I got my M2I've found these cars do well on-track with a staggered set up so you can put more power to the rear tires (more width).  Trail braking and some finesse t"
2025-05-16 14:16:37,v1.1,Nankang crs,"For purchasing the Nankang CR-S in the Western US and Canada, you can consider Phil's Tire Service, which offers the 2023 CR-S. Their website is [Phil's Tire Service](https://philstireservice.com/product/nankang-cr-s-v2-2023/). This tire is noted for being an improvement over the previous CR-1 model.","Anyone know a reputable place I can get Nankang CR-S in the Western US and Canada?

Get the 2023 CR-S:https://philstireservice.com/product...-cr-s-v2-2023/Way better than the old CR-1:https://grassrootsmotorsports.com/ar...-sportnex-crs/



https://perryautolaval.com/products/...-2023-compound

https://ep-tuning.com/","New/refreshed Nankang track tire on its way to the states. Looks as quick as the 71RS with Falken-like longevity. No idea about wet performance, yet.https://grassrootsmotorsports.com/ar...-sportnex-crs/



Too bad they dont offer a 285 in 19in







I know a guy that has set some blistering lap times on a 275 square CR-S setup on F80





BTW, Phil’s told me 275 & 295/35/18 wouldn’t be available until sometime this summer.","buy Nankangs again.In the wet as expected they dont work very well and I only did one lap in the wet to see. This is the norm for this kind og semislick tire so I was not surprised. On the road in the wet and at normal speeds I did not notice any special, but I was careful. There was almost no standing water so I drove like normal on the Autobahn.So my conclusion is that this tire is a very good option and I will say it is quite close or on par with the Pirelli Trofeo R and I will confom this af","still mighty good and i would stick with them. Not sure why you want to switch..this is coming from a track rat who spends a lot of time on the race tracks.... the RT-660 in my opinion are pretty garbage. if you are going for the best laptimes durability the RT-660 is not it





Ima big advocate for SC3. Running on my second set and had at least 10 days with them. I rarely see any F8x running faster than me at laguna seca

People rave about Hankook RS4's at the track I frequent.

I love the RS4","comparison between Cup 2 and CR-S, very informative:

With more laps on the RE71RS Im starting to really appreciate the behavior of it over a 30min session and man it really does have a small window. Love it, and will continue to run it as I dont need a full 30min session on track to get my jollies but Im very interested in a set of CR-S as soon as theyre back in stock to try something thats a little less peaky.

After years for driving many different cars on PS4S I Decided to get V730 for ","Hello,as in the topic, I currently have a Pirelli Trofeo R, but they wear out very quickly, 900 km on the road and 60 km on the track and 30% of them remainWhat do you think about Nankang AR1? will they be better?



Try Nitto NT-01 - great bang for the buck.  Maybe 12-15 heat cycles.  Not for the road, though.  If you need a track/street tire, MSC2 are my favorite (just watch the speed in the wet)

Make a search on the forum for the ar1 to get the complete review but one guy in Europe did aroun"
2025-05-16 17:04:15,v1.1,Is the bmw m2 2018 with n55 engine capable of sustaining speeds of 80-100 MPH ? Is it fine for the engine and internals? ,"Yes, the 2018 BMW M2 with the N55 engine is capable of sustaining speeds of 80-100 MPH. The N55 engine is known for its reliability, and there have been no major issues reported concerning its ability to handle high speeds. Many users have shared their experiences of driving the M2 on track and during high-speed events without any significant problems, indicating that the engine and internals handle such conditions well.","Just keep the tank above 1/2 before you go out on track. This exact engine was used in the M235R (and M240R) race cars. The teams I spoke with stated they had zero reliability issues, even in endurance race settings.





The n55 motor in everything but the M2 does have concerns of oil starvation. It doesn't have the extra suction pump for the oil pickup that the OG M2 and M2C has. You can fit the sump and pump kit though,, as the m235iR and 240iR do.Was one of the reasons I jumped from my m235i","Just curious about the N55 reliability in the M2 so far.Any known major issues?My mechanic told me of some older N55s seizing up (spun rod bearings).

I doubt we'll know for a little while since there probably aren'ttoomany past 75-100k, but every tech I've asked has said that they feel the N55 is among the more reliable modern BMW engines. Gotta factor in low sample size and subjectivity of the tech's, but that's what I've been told.I think in the next few year's we'll start to see where it sta","I have a 2015 M235i and returning from a 2day track day event north of Dallas a few weeks ago and I heard a clunk and the engine shut down.  I found out that the fuel pressure control module and fuel pump broke.After 108k miles I am now nervous about doing any more track days with it. Not sure if Im overreacting but Im starting to look at other track/weekend cars, namely the OG M2, the A91 supra, and the GR86. Maybe even the Zenos E10.How is the N55B engine in the M2 in regards to reliability? T",".You realise this reading about the R8 V8 engine mod pages. Usually a lot of money or rework is needed to get N/A performance increases.I know the N55 is turbocharged and still thought the gains worthwhile, to me, without over- stressing the engine via a tune.My current car is stage one and it's great, a new lease of life. But I 1) don't particularly think the OG M2 needs more power for road use/enjoyability, even if the chassis can take it and 2) have read the N55 is near at its natural limit a",".

You can get an old DME and tune the car or a piggy back like jb4. Or you can trade your car for a 2019 that can be tuned.You won't need the intakes or the intercooler. Just take out the charcoal filters and get catless downpipes.

















All BMWs before 06/2020 had bench unlockable DMEs.The B58 engine in the G42 is the same B58 as in the F22 M240i xdrive, so it will still only get up to around 400whp or so with a tune. The S55 is just getting started at near 400whp, and can reach mid","HeyI am considering a 2018 M2 with the following engive mods.  VSRF 200 cell catted downpipe, M Perf exhaust, Turner 5.5 intercooler, VRSF charge pipe, Bootmod 3 tune of some sort.  How does these cars handle track abuse?  I plan to do some weekend HPDE moving up from my e46 M3 which has been nothing but reliable, I had an e90 that went into limp mode all the time when it got hot.  Thanks

Send it and report back here.

Anecdotally, many folks track an OG M2 with engine mods, and I can't think o"
2025-05-16 17:05:13,v1.1,What parts of the bmw m2 n55 engine allow it to comfortably sustain speeds of 100+? ,"The BMW M2 with the N55 engine is equipped with several upgraded components that enable it to sustain high speeds comfortably, including:

1. **Forged crankshaft** and **forged connecting rods** - These components provide increased strength and durability, which are crucial for handling the stresses of high-speed driving.

2. **M3/M4 pistons** and **cast-iron sleeves** - These enhance the engine's ability to withstand higher pressures and temperatures, contributing to its robustness during extended high-speed runs.

3. **Better oil cooling** - This feature is essential for maintaining optimal engine temperature and lubrication, especially important at sustained high speeds to prevent overheating and ensure smooth engine operation.

4. **S55 oil pump and baffle system** - These components help in maintaining proper oil circulation and pressure, crucial for engine health during dynamic driving conditions like those experienced at high speeds.

These enhancements make the N55 engine in the M2 more capable of handling the demands of high-speed driving, ensuring reliability and performance.","Just keep the tank above 1/2 before you go out on track. This exact engine was used in the M235R (and M240R) race cars. The teams I spoke with stated they had zero reliability issues, even in endurance race settings.





The n55 motor in everything but the M2 does have concerns of oil starvation. It doesn't have the extra suction pump for the oil pickup that the OG M2 and M2C has. You can fit the sump and pump kit though,, as the m235iR and 240iR do.Was one of the reasons I jumped from my m235i","Just curious about the N55 reliability in the M2 so far.Any known major issues?My mechanic told me of some older N55s seizing up (spun rod bearings).

I doubt we'll know for a little while since there probably aren'ttoomany past 75-100k, but every tech I've asked has said that they feel the N55 is among the more reliable modern BMW engines. Gotta factor in low sample size and subjectivity of the tech's, but that's what I've been told.I think in the next few year's we'll start to see where it sta","So, as the title states, I am wondering what you all think about what the N55B30T0 (M2 engine code) will contain vs. N55B30O0 (M235 engine code).According to the naming designation chart imbedded below, the only difference in the designation relates to ""output"".  We have been told that the M2 will push around 360-370 BHP.We have also seen some respectable opinions that the M235 N55 cannot push beyond 360 BHP reliably.http://www.2addicts.com/forums/showt...ckelone&page=6So what gives, in your opi",".You realise this reading about the R8 V8 engine mod pages. Usually a lot of money or rework is needed to get N/A performance increases.I know the N55 is turbocharged and still thought the gains worthwhile, to me, without over- stressing the engine via a tune.My current car is stage one and it's great, a new lease of life. But I 1) don't particularly think the OG M2 needs more power for road use/enjoyability, even if the chassis can take it and 2) have read the N55 is near at its natural limit a","So what are the differences between the n55 engine in the m2 and the n55 engine in the 335?What has been upgraded in the m2 n55

I believe..1. Forged crankshaft2. Forged connecting rods3. M3 M4 pistons4. Cast-iron sleeves5. Better oil coolingThere could be more,not sure





All EWG equpped N55s (started the 2014 model year) have the following:S55 forged connecting rodsS55 main and connecting rod bearingsThe EWG N55 used the M235 has a forged crankThe EWG N55 in the M2 has all of the above plus:","I have a 2015 M235i and returning from a 2day track day event north of Dallas a few weeks ago and I heard a clunk and the engine shut down.  I found out that the fuel pressure control module and fuel pump broke.After 108k miles I am now nervous about doing any more track days with it. Not sure if Im overreacting but Im starting to look at other track/weekend cars, namely the OG M2, the A91 supra, and the GR86. Maybe even the Zenos E10.How is the N55B engine in the M2 in regards to reliability? T"
2025-05-16 20:43:58,v1.1,How do I remove a coil over?,"To remove a coilover, follow these steps:

1. **Safety First**: Ensure the car is securely lifted and supported on jack stands. Never work under a car supported only by a jack.

2. **Wheel Removal**: Remove the wheel to access the suspension components.

3. **Disconnect Components**: Depending on your vehicle, you may need to disconnect the sway bar, brake line bracket, and headlight sensor from the strut.

4. **Strut Mount Bolts**: Use the appropriate socket (often a 16mm) to remove all bolts securing the top of the strut to the strut tower.

5. **Support the Hub**: Place a jack under the suspension hub to support it once the strut is released.

6. **Remove Lower Mounting Bolt**: Use the appropriate socket (often an E18) to remove the bolt that secures the bottom of the strut to the wheel hub or knuckle.

7. **Release the Strut**: If the strut is held by a pinch bolt, you might need to use a pry bar in the slot where the strut sits in the knuckle to release the pinch load. Carefully pull the strut out of the knuckle.

8. **Lower the Jack**: Slowly lower the jack supporting the hub to allow the strut to clear the wheel well. Be cautious to ensure that nothing gets caught or overextended.

9. **Remove the Strut**: Once free from the vehicle, the strut can be removed completely.

10. **Installation of New Coilover**: If installing a new coilover, reverse these steps, ensuring all bolts are torqued to the manufacturer's specifications and all components are reconnected properly.

Always double-check that all connections are secure and that the suspension operates smoothly before driving.","suspension (unless it's camber plates) without changing the dampers. The primary benefit of coil overs is more sophisticated dampers that have better control, adjustability, and won't overheat and deteriorate under extended load.  The stock dampers are decent, but are designed with longevity in mind as well as performance. Even lower end coil overs such as the M performance will be a significant upgrade. The stock system also has progressive springs on the rear which softens small bumps but can ","camber arm is not free and should dropRemove the upper shock mount (E30 torx x3) and remove the shock from the car (it can be compressed by hand if youre having trouble getting it to clear)Push down on the camber arm to decompress the spring and pull it outOptional: If your coilover kit requires it, the top hat for the upper spring mount may need to come out (it does for KW), hammer a flat head in between it and the body to break it free.Rear suspension should be full removedTo remove the shock","I have a set of Race Ramps wheel cribs and would like to remove the OEM exhaust.Can I remove the reinforcement plate inpicture 3while the rear suspension is loaded?

those aren't tied to the suspension. And the torque on the bolts is really low.","place it on top of the KW spring, aligning it to the spring edge. (documented in KW instructions link above)Install the OEM top mount onto the KW coilover and rubber OEM mount - uses a 22mm nut and requires pass through socket to avoid turning -torque to 50 NmNext, take the lower sleeve (gold colored thing) and insert it into the pinch bolt mount, taking care to line up the opening (I used a dead blow hammer to seat it)Next, slide the assembled coilover into the sleeve (may need to gently pry th","will also need to move the wiring bracket out of the way.  Note Â You may use an impact wrench to easier remove the nut/bolt.[img]https://preview.ibb.co/cy4y3R/IMG_7132.jpg[/img][img]https://preview.ibb.co/iUazA6/IMG_7133.jpg[/img]8. Using the E18 socket, remove the strut bar bolt.[img]https://preview.ibb.co/m1383R/IMG_7144.jpg[/img]9. Using the 16mm socket, remove all 5 strut mount bolts.[img]https://preview.ibb.co/dAS1OR/IMG_7145.jpg[/img]10. Slowly lower the car jack supporting the suspensio","Hi,I'll be fitting my AST coilovers soon - can't wait to try them!Re removing the old shocks, has anyone lifted their front suspension arm with a jack to compress the spring tension, removed the strut nut and then lowered the jack slowly to gradually release spring tension?I do have some spring compressors, but doing the above seems to my mind safer and quicker.Any thoughts or experience?Cheers!

Yup, thats exactly what I did for my coil over install.  I followed a YouTube video.  It was pretty"
2025-05-16 16:44:23,v1.1,What's the best way to wash my M2?,"The best way to wash your M2 involves a few careful steps to ensure the car's finish remains pristine:

1. **Pre-Rinse:** Start with a thorough rinse to remove loose dirt and debris, which minimizes the risk of scratching the paint during the wash process.

2. **Two-Bucket Method:** Use two buckets, one with a car wash soap solution and the other with clean water for rinsing your wash mitt. This method helps avoid transferring dirt back onto the car's surface.

3. **Wash Mitt:** Use a high-quality, clean microfiber wash mitt. Avoid brushes or sponges that can trap dirt and cause scratches.

4. **Washing:** Wash the car from the top down in sections, rinsing the mitt in the clean water bucket frequently to remove dirt before reloading it with soapy water.

5. **Rinse:** After washing, thoroughly rinse the car with clean water to remove all soap residues.

6. **Drying:** Dry the car with clean microfiber towels or a blower to prevent water spots. Avoid drying in direct sunlight.

7. **Additional Protection:** Consider applying a quality wax or ceramic coating for added protection and shine. This step also helps in easier cleaning and maintenance in the future.

8. **Wheel Care:** Use a dedicated wheel cleaner and brush to clean the wheels and avoid using the same wash mitt or water as used on the car's body to prevent cross-contamination.

9. **Undercarriage Cleaning:** If you're in an area with road salt, make sure to clean the undercarriage to prevent rust. Some prefer using a self-service car wash bay with a pressure washer for this purpose.

By following these steps, you can maintain the showroom look of your M2 and protect its finish.","I know this is probably a cardinal sin in these forums but we currently just run our X6 and 328i through a car wash.  We have monthly unlimited plan through Mister and drive them through at least once a week, sometimes more.  My wife has been doing it a couple of years in her X6 and it looks almost like the day we took delivery of it.  I see Vettes and other ""nice"" cars going through all the time (I'm amazed at how busy this car wash always is.)  I had planned on just adding the M2 to the monthl","my brand new m2 by hand??what kind of brushes/sponges to avoid?what soap?any help is appreciated,  i just picked it up from dealer after having it serviced to put a towhook license plate on,  and it was raining here in the toronto area, and the back of my car got so dirty with mud from just an hour of driving around!



Holy thread from the dead...Never ever take your car through an automatic car wash !

If you have front winglets, car washes are definitely a no go. Even at stock height, those w","Weather is starting to improve hear in the ""Great White North"". Have not cleaned the M2 since November. Not even a touchless wash.So what should I do to it at the first wash? Have a pressure washer and all that.

Eh, I wouldn't have left all that salt on there all winter. We had quite a few ""warm"" days over the winter to wash it down, at least here in metro Detroit.But what's done is done. I'd start with a very thorough rinse followed by a foam bath, rinse again, then a regular 2 bucket wash. Ma","Hey guys,First car that I have had Xpel'd (entire front, rear fenders, and behind the rear wheels). At the time of installation I was told I could wash the car normally and detail normally but I wanted to know if there are better methods for washing the car with Xpel. Should I be doing a two bucket setup or rinse less wash or water less wash? If anyone would be open to PM'ing me the process they go through and products used that'd be greatly appreciated.

Have expel on the Z for 8 years, on the ","tough...





No matter what method/products your using, best thing you can do for any car is never wash it in direct sunlight or if the paint is hot.

The less you touch the car.  The less chance for swirls or minor scratches.  Two bucket method, quality products.  Pre rinse the car.  Foam the car, then do the wash.  Blower for drying.  Pay dry instead of wipe unless using a lubricant detail spray.  Ceramic coating really helps with blowing the water off. BSM still perfect after 2yrs.Don't trus","I recently washed my M2. I applied Dub (the stuff that turns color) to the wheels, rinsed it off, and then washed the entire car.  When done, I pulled her into the garage, and didnt drive it for a few days.   Yesterday when I took it on a short drive, the sound of the brake pads on the rotors was especially noisy, like they were being scraped.. After a short time, they were quiet as usual, however when I parked the car and checked, the wheels were Covered in what looked like brown brake dust.. U"
2025-05-16 16:45:40,v1.1,What are some recommended waxes?,"For waxes, here are some recommendations based on user preferences from the forum discussions:

1. **Nu Finish Liquid Car Polish** - This is a popular choice among users for its ease of application and durability.
2. **Nu Finish Soft Paste Car Polish** - Similar to the liquid version, this paste offers a slightly different application method depending on user preference.
3. **Meguiar’s NXT Generation Tech Wax 2.0** - Known for its advanced formulation, this wax provides deep color enhancement and protection.
4. **Dodo Juice Supernatural** - This is a high-end carnauba wax that offers a natural, deep shine and is preferred by those who opt for a more traditional wax.

These products are well-regarded in the community for maintaining the aesthetic appeal and protection of car surfaces.",". Yeah, as I dig into everything on the internet, there's like a million products out there.Anyway, thanks again

I applied Dr. Beasley's Nano-Resin to my car yesterday.  It was easy to apply but  I used more product than the directions said to as it was super hard to see on white paint.  I can't attest to it's greatness or longevity yet.  I haven't even taken the car out of the garage.I picked Dr Beasley's because it was designed for DIYers and Detailer's Domain suggested it for 1st timers.  I ",and does not come off and mess stuff up.  It's an actual wax.,".com/p-ray.htmlInfinity Wax 1-step interior cleanerhttps://www.infinitywax.com/infinity...ner-500ml.htmlInfinity Wax double loop wheel brushhttps://www.infinitywax.com/infinity...eel-brush.htmlMR

I'm not really a hands on type of guy so I just do simple cleaning with ULTIMA WATERLESS WASH on EVERYTHING and it works great! Also unbelievable value to dry wash your car when it's not too dirty.https://www.carpro-us.com/wash/ultim...e-and-sprayer/

My preferences:Car bodyPre-wash: GYEON FoamWash: MA","Guys, on the subject of cleaning products what do you prefer? I made a shortlist with my detailer and this is what we came up with!Shampoo: Labocosmetica Semper or Infintywax FlawlessDetailer spray; Infintywax Rapid DetailerRims; Labocosmetica P-RayWindow; Infintywax Rapid Detailer dilute with demin water 10:1Water repellent spray for exterior glass; Labocosmetica AquaveloxRemove caked carbon residue from inside the exhaust tailpipes: Labocosmetica CronosRemove mineral stains / residues from pai","Was told by the installer to only use a spray wax as ""regular"" waxes might make the wrap yellow...I had just the full hood and front wrapped but that area gets the most bugs/stones etc. as we know and I wanted to put a real wax on Xpel.Any thoughts on this?

This is more important for white cars as Carnuba wax and other yellow waxes can cause slight discoloration of the film.  On a black car you may not notice but the slight yellowing of the film can be noticeable on white paint.  To be safe I w",Spray wax? Or spray ceramic?
2025-05-16 16:46:21,v1.1,What can you tell me about the N55 engine in the M2?,"The N55 engine in the BMW M2, specifically the N55B30T0, has several upgrades compared to the standard N55 engines found in other BMW models like the 335i. These enhancements include a forged crankshaft, forged connecting rods, pistons from the M3/M4, cast-iron sleeves, and improved oil cooling systems. Additionally, it features an S55 oil pump and baffle system, different hypereutectic pistons, a different turbo manifold, and S55 spark plugs. These modifications contribute to making the N55 in the M2 more robust and suitable for higher performance demands compared to the standard N55 engines.","Just keep the tank above 1/2 before you go out on track. This exact engine was used in the M235R (and M240R) race cars. The teams I spoke with stated they had zero reliability issues, even in endurance race settings.





The n55 motor in everything but the M2 does have concerns of oil starvation. It doesn't have the extra suction pump for the oil pickup that the OG M2 and M2C has. You can fit the sump and pump kit though,, as the m235iR and 240iR do.Was one of the reasons I jumped from my m235i","Just curious about the N55 reliability in the M2 so far.Any known major issues?My mechanic told me of some older N55s seizing up (spun rod bearings).

I doubt we'll know for a little while since there probably aren'ttoomany past 75-100k, but every tech I've asked has said that they feel the N55 is among the more reliable modern BMW engines. Gotta factor in low sample size and subjectivity of the tech's, but that's what I've been told.I think in the next few year's we'll start to see where it sta","So what are the differences between the n55 engine in the m2 and the n55 engine in the 335?What has been upgraded in the m2 n55

I believe..1. Forged crankshaft2. Forged connecting rods3. M3 M4 pistons4. Cast-iron sleeves5. Better oil coolingThere could be more,not sure





All EWG equpped N55s (started the 2014 model year) have the following:S55 forged connecting rodsS55 main and connecting rod bearingsThe EWG N55 used the M235 has a forged crankThe EWG N55 in the M2 has all of the above plus:","and everyone seems to love the B58.  I'd still like to see if the design decision to put the VANOS on the backside of the engine, against the firewall, turns out to be a long-term service headache but I guess we won't know that for a few more years.  The B58 does sound great, no doubt.If you can swing an M2, whether outgoing or new Comp, give it a look.   It really does feel different.  I drove the m240i three times before buying the M2 and the wider track, LSD and suspension of the M2 make it f","So, as the title states, I am wondering what you all think about what the N55B30T0 (M2 engine code) will contain vs. N55B30O0 (M235 engine code).According to the naming designation chart imbedded below, the only difference in the designation relates to ""output"".  We have been told that the M2 will push around 360-370 BHP.We have also seen some respectable opinions that the M235 N55 cannot push beyond 360 BHP reliably.http://www.2addicts.com/forums/showt...ckelone&page=6So what gives, in your opi","I recently purchased an M2 base engine to swap into my F32.  There's a plastic tag on the bellhousing area that says F87, 3.0L.  The back of the cylinder head has a metal vin tag that comes up as an M2.  But today, I pulled off the intake manifold, and the block is stamped N55B30A which is the same number stamped on my F32's engine block.RealOEM says the M2 N55 block is not available seperately.  So were they just pulling standard N55 blocks off the assembly line, and shoving a cast iron liner i"
2025-05-16 16:47:33,v1.1,Is the M2 N55 engine considered reliable?,"The N55 engine in the BMW M2 is generally considered to be among the more reliable modern BMW engines. Technicians have noted its reliability, and despite some issues reported with older N55 engines, such as spun rod bearings, the specific N55B30T0 engine in the M2 includes several upgrades that enhance its robustness. These upgrades include a forged crankshaft, improved rod bearings, and a better oil pump, which are designed to address some of the common concerns found in non-M N55 engines. Additionally, the use of this engine in race settings like the M235R and M240R without reliability issues further supports its dependability.","Just curious about the N55 reliability in the M2 so far.Any known major issues?My mechanic told me of some older N55s seizing up (spun rod bearings).

I doubt we'll know for a little while since there probably aren'ttoomany past 75-100k, but every tech I've asked has said that they feel the N55 is among the more reliable modern BMW engines. Gotta factor in low sample size and subjectivity of the tech's, but that's what I've been told.I think in the next few year's we'll start to see where it sta","Just keep the tank above 1/2 before you go out on track. This exact engine was used in the M235R (and M240R) race cars. The teams I spoke with stated they had zero reliability issues, even in endurance race settings.





The n55 motor in everything but the M2 does have concerns of oil starvation. It doesn't have the extra suction pump for the oil pickup that the OG M2 and M2C has. You can fit the sump and pump kit though,, as the m235iR and 240iR do.Was one of the reasons I jumped from my m235i","I have a 2015 M235i and returning from a 2day track day event north of Dallas a few weeks ago and I heard a clunk and the engine shut down.  I found out that the fuel pressure control module and fuel pump broke.After 108k miles I am now nervous about doing any more track days with it. Not sure if Im overreacting but Im starting to look at other track/weekend cars, namely the OG M2, the A91 supra, and the GR86. Maybe even the Zenos E10.How is the N55B engine in the M2 in regards to reliability? T","they were all O output class thus far.















maybe some bits of the S55 on this new N55 engine

To stay optimistic about the currently believed motor that'll be going into the M2...1.) It has indefinitely and forever put the 4 cyl rumors to rest2.) Who knows, this motor could be as punchy with an even greater tendency for reliability?

So our cars don't have direct injection according to this chart? because i am pretty sure they have both valvetronic and DI...Should the engine be called","So, I had my car in yesterday to get a new Waste Gate Actuator as the old one was throwing a Drive Train Malfunction error message on my iDrive screen.While at this very good independent shop, the owner informed me that he's starting to see spun rod bearings on n55 engines at about one per month now.He said that they involved all n55 engines not just the ones in the n55's of the 2016-2018 M2's.I change the oil on average every 4K miles and don't beat on the car nor track it - he said that I shou","Reading on other forums about this - are the n55 engines prone to the oil filter gasket housing going bad or has BMW fixed this issue across the board with their engines?Also, how long is the Water Pump on the M2 n55's supposed to last?I'm now at 61K miles - out of warranty and don't want my car to kill my wallet.I had an e39 M5 that just about put me in the poor house and I don't want this M2 to do the same.In general terms - what should I be looking out for on my high mileage M2?

I'm also cur"
